2308408000150,POSTO DE COMBUSTIVEL DA FIGUEIRA EIRELI,RODOVIA RS 040 KM 18,3536,,AGUAS CLARAS,VIAMAO,RS,Diesel S10,3,10/10/2019 17:08
2308408000231,POSTO DA FIGUEIRA II,AVENIDA SENADOR SALGADO FILHO,9565,,COHAB,VIAMAO,RS,Gasolina C Comum,4,14/10/2019 15:17
2308408000231,POSTO DA FIGUEIRA II,AVENIDA SENADOR SALGADO FILHO,9565,,COHAB,VIAMAO,RS,Diesel S500,3,14/10/2019 15:17
2308408000231,POSTO DA FIGUEIRA II,AVENIDA SENADOR SALGADO FILHO,9565,,COHAB,VIAMAO,RS,Diesel S10,3,14/10/2019 15:17
2315421000137,POSTO 1350 LTDA,RUA HEITOR LIBERATO,2430,,SAO JOAO,ITAJAI,SC,Gasolina C Comum,3,14/08/2018 12:18
2315421000137,POSTO 1350 LTDA,RUA HEITOR LIBERATO,2430,,SAO JOAO,ITAJAI,SC,Etanol,3,14/08/2018 12:18
2315421000137,POSTO 1350 LTDA,RUA HEITOR LIBERATO,2430,,SAO JOAO,ITAJAI,SC,Diesel S10,3,14/08/2018 12:18
2433811000101,POSTO NAVES,RODOVIA BR 153,S/N,KM 722,CENTRO,FIGUEIROPOLIS,TO,Gasolina C Comum,4,11/07/2018 12:43
2433811000101,POSTO NAVES,RODOVIA BR 153,S/N,KM 722,CENTRO,FIGUEIROPOLIS,TO,Etanol,3,11/07/2018 12:43
2433811000101,POSTO NAVES,RODOVIA BR 153,S/N,KM 722,CENTRO,FIGUEIROPOLIS,TO,Diesel S500,3,11/07/2018 12:43
2433811000101,POSTO NAVES,RODOVIA BR 153,S/N,KM 722,CENTRO,FIGUEIROPOLIS,TO,Diesel S10,3,11/07/2018 12:43
2446327000389,POSTO HP 2,RODOVIA CE 364, KM 52,MARGEM ESQUERDA,CENTRO,MORAUJO,CE,Gasolina C Comum,4,23/05/2019 12:57
2446327000389,POSTO HP 2,RODOVIA CE 364, KM 52,MARGEM ESQUERDA,CENTRO,MORAUJO,CE,Etanol,3,23/05/2019 12:57
2446327000389,POSTO HP 2,RODOVIA CE 364, KM 52,MARGEM ESQUERDA,CENTRO,MORAUJO,CE,Diesel S500,3,23/05/2019 12:57
2446327000389,POSTO HP 2,RODOVIA CE 364, KM 52,MARGEM ESQUERDA,CENTRO,MORAUJO,CE,Diesel S10,3,23/05/2019 12:57
2455511000123,AUTO POSTO 020,RODOVIA BR 020,SN,KM    30,DISTRITO DO BEZERRA,FORMOSA,GO,Gasolina C Comum,4,03/01/2020 09:43
2455511000123,AUTO POSTO 020,RODOVIA BR 020,SN,KM    30,DISTRITO DO BEZERRA,FORMOSA,GO,Etanol,3,02/01/2020 14:03
2455511000123,AUTO POSTO 020,RODOVIA BR 020,SN,KM    30,DISTRITO DO BEZERRA,FORMOSA,GO,Diesel S500,3,21/12/2019 10:10
2455511000123,AUTO POSTO 020,RODOVIA BR 020,SN,KM    30,DISTRITO DO BEZERRA,FORMOSA,GO,Diesel S10,3,21/12/2019 10:10
2513158000190,POSTO HS,AVENIDA ADELINO AMERICO DE AZEVEDO,163,,CENTRO,PORANGATU,GO,Gasolina C Comum,5,09/01/2020 09:32
2513158000190,POSTO HS,AVENIDA ADELINO AMERICO DE AZEVEDO,163,,CENTRO,PORANGATU,GO,Etanol,3,09/01/2020 09:32
2513158000190,POSTO HS,AVENIDA ADELINO AMERICO DE AZEVEDO,163,,CENTRO,PORANGATU,GO,Diesel S500,3,09/01/2020 09:32
2513158000190,POSTO HS,AVENIDA ADELINO AMERICO DE AZEVEDO,163,,CENTRO,PORANGATU,GO,Diesel S10,4,09/01/2020 09:32
2562482000107,AUTO POSTO ITAMARATY LEME LTDA,AVENIDA VISCONDE DE NOVA GRANADA,1500,,VILA GROSSKLAUSS,LEME,SP,Gasolina C Comum,4,14/10/2019 15:23
2562482000107,AUTO POSTO ITAMARATY LEME LTDA,AVENIDA VISCONDE DE NOVA GRANADA,1500,,VILA GROSSKLAUSS,LEME,SP,Etanol,2,14/10/2019 15:23
2646144000145,AUTO POSTO NOVO CENTRO LTDA,RUA ASDRUBAL DO NASCIMENTO,175,177/183,CENTRO,SAO PAULO,SP,Gasolina C Comum,4,22/11/2019 11:36
2646144000145,AUTO POSTO NOVO CENTRO LTDA,RUA ASDRUBAL DO NASCIMENTO,175,177/183,CENTRO,SAO PAULO,SP,Etanol,2,22/11/2019 11:36
2646144000145,AUTO POSTO NOVO CENTRO LTDA,RUA ASDRUBAL DO NASCIMENTO,175,177/183,CENTRO,SAO PAULO,SP,Diesel S10,3,22/11/2019 11:36
